estid,dayOfMonth,timeOfDay,dayOfWeek,domain_category,url_category
ZHAABmP0PaMAAAAIPcvwAw==,13,0,4,15,9
ZHAABmP2QJ4AAAAIUTMQAw==,22,2,6,4,1
ZHAABmP2QJ4AAAAIUTMQAw==,22,2,6,4,1
ZHAABmP2QJ4AAAAIUTMQAw==,19,1,3,17,16
ZHAABmP2QJ4AAAAIUTMQAw==,19,1,3,17,2
ZHAABmPNziYAAAAINFiVAw==,29,1,6,15,14
ZHAABmPNziYAAAAINFiVAw==,10,1,6,15,14
ZHAABmPNziYAAAAINFiVAw==,30,1,0,15,12
ZHAABmPNziYAAAAINFiVAw==,30,1,0,0,14
ZHAABmPNziYAAAAINFiVAw==,8,1,6,15,12
ZHAABmPNziYAAAAINFiVAw==,8,1,6,15,12
ZHAABmPNziYAAAAINFiVAw==,0,1,1,15,1
ZHAABmPNziYAAAAINFiVAw==,11,1,0,15,14
ZHAABmPNziYAAAAINFiVAw==,30,1,0,15,14
ZHAABmPNziYAAAAINFiVAw==,6,1,0,15,14
ZHAABmPNziYAAAAINFiVAw==,0,1,1,0,0
ZHAABmPk6zQAAAAIA5fpAw==,13,1,4,2,9
ZHAABmPk6zQAAAAIA5fpAw==,24,1,1,9,2
ZHAABmPk6zQAAAAIA5fpAw==,24,1,1,9,9
ZHAABmPk6zQAAAAIA5fpAw==,29,1,6,9,2
ZHAABmPk6zQAAAAIA5fpAw==,6,1,0,2,9
ZHAABmPnrLMAAAAJDHtsAw==,5,1,6,23,22
ZHAABmPnrLMAAAAJDHtsAw==,13,1,4,15,22
ZHAABmPnrLMAAAAJDHtsAw==,30,1,0,23,22
ZHAABmPnrLMAAAAJDHtsAw==,8,1,6,15,14
ZHAABmPnrLMAAAAJDHtsAw==,19,1,3,15,22
ZHAABmPnrLMAAAAJDHtsAw==,6,1,0,15,22
ZHAABmPnrLMAAAAJDHtsAw==,1,1,2,15,22
ZHAABmPnrLMAAAAJDHtsAw==,3,1,4,15,22
ZHAABmQgjKIAAAAIBCyuAw==,4,1,5,5,22
ZHAABmQgjKIAAAAIBCyuAw==,0,1,1,15,9
ZHAABmQgjKIAAAAIBCyuAw==,0,1,1,15,9
ZHAABmQgjKIAAAAIBCyuAw==,21,0,5,5,8
ZHAABmQgjKIAAAAIBCyuAw==,2,2,3,5,22
ZHAABmQgjKIAAAAIBCyuAw==,21,0,5,5,8
ZHAABmQgjKIAAAAIBCyuAw==,21,0,5,5,8
ZHAABmQgjKIAAAAIBCyuAw==,4,1,5,5,22
ZHAABmQgjKIAAAAIBCyuAw==,29,1,6,5,22
ZHAABmQgjKIAAAAIBCyuAw==,21,0,5,5,8
ZHAABmQgjKIAAAAIBCyuAw==,21,0,5,5,22
ZHAABmQgjKIAAAAIBCyuAw==,6,1,0,5,22
ZHAABmQu2UIAAAAIEnrSAw==,27,1,2,3,1
ZHAABmQu2UIAAAAIEnrSAw==,27,1,2,3,1
ZHAABmQu2UIAAAAIEnrSAw==,0,1,1,4,8
ZHAABmQu2UIAAAAIEnrSAw==,4,0,5,4,2
ZHAABmQu2UIAAAAIEnrSAw==,0,1,1,4,16
ZHAABmQu2UIAAAAIEnrSAw==,23,1,0,3,1
ZHAABmQu2UIAAAAIEnrSAw==,23,1,0,3,1
ZHAABmR9GqwAAAAIOK5LAw==,5,0,6,4,10
ZHAABmR9GqwAAAAIOK5LAw==,26,2,1,22,4
ZHAABmR9GqwAAAAIOK5LAw==,26,2,1,22,21
ZHAABmR9GqwAAAAIOK5LAw==,26,2,1,22,4
ZHAABmR9GqwAAAAIOK5LAw==,5,0,6,4,4
ZHAABmR9GqwAAAAIOK5LAw==,26,2,1,22,21
ZHAABmRRg2IAAAAIWKhCAw==,14,1,5,5,6
ZHAABmRRg2IAAAAIWKhCAw==,14,1,5,5,18
ZHAABmRRg2IAAAAIWKhCAw==,11,0,2,5,4
ZHAABmRRg2IAAAAIWKhCAw==,13,1,4,19,18
ZHAABmRRg2IAAAAIWKhCAw==,28,1,5,5,4
ZHAABmRRg2IAAAAIWKhCAw==,11,0,2,5,4
ZHAABmRRg2IAAAAIWKhCAw==,21,1,5,19,18
ZHAABmRRg2IAAAAIWKhCAw==,18,2,2,19,4
ZHAABmRRg2IAAAAIWKhCAw==,18,2,2,19,1
ZHAABmRRg2IAAAAIWKhCAw==,18,2,2,19,4
ZHAABmRRg2IAAAAIWKhCAw==,4,1,5,5,1
ZHAABmRxCUIAAAAII6jHAw==,18,1,2,15,14
ZHAABmRxCUIAAAAII6jHAw==,18,1,2,15,14
ZHAABmRxCUIAAAAII6jHAw==,30,1,0,14,1
ZHAABmRxCUIAAAAII6jHAw==,21,1,5,15,14
ZHAABmRxCUIAAAAII6jHAw==,18,1,2,15,14
ZHAABmRxCUIAAAAII6jHAw==,18,1,2,15,14
ZHAABmRxCUIAAAAII6jHAw==,30,1,0,14,1
ZHAABmRxCUIAAAAII6jHAw==,30,1,0,14,1
ZHAABmRxCUIAAAAII6jHAw==,15,1,6,4,21
ZHAABmRxCUIAAAAII6jHAw==,15,1,6,4,4
ZHAABmRxCUIAAAAII6jHAw==,25,1,2,15,14
ZHAABmRxCUIAAAAII6jHAw==,4,1,5,15,14
ZHAABmRxCUIAAAAII6jHAw==,22,1,6,15,14
ZHAABmRxCUIAAAAII6jHAw==,3,1,4,15,14
ZHAABmRxCUIAAAAII6jHAw==,3,2,4,15,14
ZHAABmRxCUIAAAAII6jHAw==,19,2,3,15,14
ZHAABmRxCUIAAAAII6jHAw==,19,2,3,15,14
ZHAABmRxCUIAAAAII6jHAw==,4,1,5,15,14
ZHAABmRxCUIAAAAII6jHAw==,29,1,6,15,14
ZHAABmRxCUIAAAAII6jHAw==,21,1,5,15,14
ZHAABmRxCUIAAAAII6jHAw==,19,1,3,15,14
ZHAABmRxCUIAAAAII6jHAw==,30,1,0,15,14
ZHAABmRxCUIAAAAII6jHAw==,18,1,2,15,14
ZHAABmRxCUIAAAAII6jHAw==,18,1,2,15,14
ZHAABmRxCUIAAAAII6jHAw==,18,1,2,15,14
ZHAABmRxCUIAAAAII6jHAw==,19,2,3,15,14
ZHAABmRxCUIAAAAII6jHAw==,27,1,4,15,14
ZHAABmRxCUIAAAAII6jHAw==,26,1,1,15,14
ZHAABmRxCUIAAAAII6jHAw==,17,2,1,15,14
ZHAABmRyzCoAAAAIQopYAw==,10,1,6,4,1
ZHAABmRyzCoAAAAIQopYAw==,10,1,6,4,4
ZHAABmRyzCoAAAAIQopYAw==,10,1,6,4,1
ZHAABmRyzCoAAAAIQopYAw==,10,1,6,4,4
ZHAABmRyzCoAAAAIQopYAw==,10,1,6,4,5
ZHAABmRyzCoAAAAIQopYAw==,10,1,1,10,9
ZHAABmRyzCoAAAAIQopYAw==,10,1,1,10,9
ZHAABmS2CH4AAAAIMbe4Aw==,11,1,0,4,2
ZHAABmS2CH4AAAAIMbe4Aw==,1,1,2,0,21
ZHAABmS2CH4AAAAIMbe4Aw==,11,1,0,4,1
ZHAABmS2CH4AAAAIMbe4Aw==,10,1,6,4,2
ZHAABmS2CH4AAAAIMbe4Aw==,10,1,6,4,2
ZHAABmS2CH4AAAAIMbe4Aw==,1,1,2,0,21
ZHAABmSzzOkAAAAJBfYJAw==,8,0,6,10,7
ZHAABmSzzOkAAAAJBfYJAw==,8,0,6,10,4
ZHAABmSzzOkAAAAJBfYJAw==,8,0,6,15,22
ZHAABmSzzOkAAAAJBfYJAw==,25,1,2,15,22
ZHAABmSzzOkAAAAJBfYJAw==,5,1,6,10,16
ZHAABmT1qkAAAAAIBfIpAw==,6,0,0,10,22
ZHAABmT1qkAAAAAIBfIpAw==,4,1,5,10,22
ZHAABmT1qkAAAAAIBfIpAw==,13,1,4,15,22
ZHAABmT1qkAAAAAIBfIpAw==,11,1,0,15,22
ZHAABmT1qkAAAAAIBfIpAw==,1,1,2,15,12
ZHAABmT1qkAAAAAIBfIpAw==,13,1,4,10,22
ZHAABmT1qkAAAAAIBfIpAw==,11,1,0,15,22
ZHAABmT4ZfkAAAAICH0YAw==,17,1,1,17,8
ZHAABmT4ZfkAAAAICH0YAw==,17,1,1,17,8
ZHAABmT4ZfkAAAAICH0YAw==,13,0,4,12,20
ZHAABmT4ZfkAAAAICH0YAw==,17,0,1,17,0
ZHAABmT4ZfkAAAAICH0YAw==,14,0,5,12,4
ZHAABmT4ZfkAAAAICH0YAw==,14,0,5,12,4
ZHAABmTNvMYAAAAIC3FbAw==,4,2,5,18,17
ZHAABmTNvMYAAAAIC3FbAw==,4,2,5,18,17
ZHAABmTNvMYAAAAIC3FbAw==,7,1,1,15,22
ZHAABmTNvMYAAAAIC3FbAw==,7,1,1,15,22
ZHAABmTNvMYAAAAIC3FbAw==,2,1,3,15,13
ZHAABmTnV2sAAAAKDH54Aw==,3,1,4,5,4
ZHAABmTnV2sAAAAKDH54Aw==,17,0,1,12,4
ZHAABmTnV2sAAAAKDH54Aw==,17,0,1,12,13
ZHAABmTnV2sAAAAKDH54Aw==,17,0,1,12,13
ZHAABmTnV2sAAAAKDH54Aw==,13,1,4,12,20
ZHAABmTnV2sAAAAKDH54Aw==,3,2,4,5,5
ZHAABmTnV2sAAAAKDH54Aw==,2,1,3,12,4
ZHAABmTstEIAAAAIA7VeAw==,27,1,2,0,15
ZHAABmTstEIAAAAIA7VeAw==,27,1,2,0,15
ZHAABmTstEIAAAAIA7VeAw==,28,1,5,11,21
ZHAABmTstEIAAAAIA7VeAw==,28,1,5,11,21
ZHAABmTstEIAAAAIA7VeAw==,8,1,6,16,17
ZHAABmTstEIAAAAIA7VeAw==,8,1,6,16,12
ZHAABmTstEIAAAAIA7VeAw==,8,1,6,16,21
ZHAABmUEfBsAAAAIVC7oAw==,27,0,4,4,15
ZHAABmUEfBsAAAAIVC7oAw==,22,1,6,4,7
ZHAABmUEfBsAAAAIVC7oAw==,15,1,6,0,21
ZHAABmUEfBsAAAAIVC7oAw==,30,1,0,4,12
ZHAABmUEfBsAAAAIVC7oAw==,15,1,6,0,3
ZHAABmUEfBsAAAAIVC7oAw==,30,1,0,4,12
ZHAABmUEfBsAAAAIVC7oAw==,15,1,6,0,3
ZHAABmUEfBsAAAAIVC7oAw==,30,1,0,4,5
ZHAABmUEfBsAAAAIVC7oAw==,15,1,6,0,21
ZHAABmUEfBsAAAAIVC7oAw==,15,1,6,0,2
ZHAABmUEfBsAAAAIVC7oAw==,30,1,0,4,12
ZHAABmUEfBsAAAAIVC7oAw==,15,1,6,0,21
ZHAABmUPM1kAAAAIfpuAAw==,23,2,0,9,21
ZHAABmUPM1kAAAAIfpuAAw==,23,1,0,9,21
ZHAABmUPM1kAAAAIfpuAAw==,24,2,1,2,7
ZHAABmUPM1kAAAAIfpuAAw==,28,1,5,9,21
ZHAABmUPM1kAAAAIfpuAAw==,14,3,5,2,7
ZHAABmUPM1kAAAAIfpuAAw==,24,1,1,9,21
ZHAABmUPb0MAAAAIDH6uAw==,6,1,0,0,18
ZHAABmUPb0MAAAAIDH6uAw==,6,1,0,0,4
ZHAABmUPb0MAAAAIDH6uAw==,15,0,6,4,12
ZHAABmUPb0MAAAAIDH6uAw==,15,0,6,4,12
ZHAABmUPb0MAAAAIDH6uAw==,6,1,0,0,4
ZHAABmUPb0MAAAAIDH6uAw==,15,0,6,4,4
ZHAABmUYQ64AAAAJECUHAw==,0,1,1,2,9
ZHAABmUYQ64AAAAJECUHAw==,30,1,0,2,9
ZHAABmUYQ64AAAAJECUHAw==,30,1,0,2,9
ZHAABmUYQ64AAAAJECUHAw==,30,1,0,2,9
ZHAABmUYQ64AAAAJECUHAw==,0,1,1,4,5
ZHAABmUYQ64AAAAJECUHAw==,0,1,1,4,22
ZHAABmUYQ64AAAAJECUHAw==,30,1,0,2,9
ZHAAC2PW09IAAAAIH7EjAw==,25,1,2,3,16
ZHAAC2PW09IAAAAIH7EjAw==,1,0,2,4,16
ZHAAC2PW09IAAAAIH7EjAw==,23,0,0,4,16
ZHAAC2PW09IAAAAIH7EjAw==,23,0,0,4,16
ZHAAC2PW09IAAAAIH7EjAw==,3,1,4,4,2
ZHAAC2PW09IAAAAIH7EjAw==,23,0,0,4,16
ZHAAC2PW09IAAAAIH7EjAw==,18,1,2,3,16
ZHAAC2PW09IAAAAIH7EjAw==,3,1,4,4,2
ZHAAC2PW09IAAAAIH7EjAw==,3,1,4,4,16
ZHAAC2PW09IAAAAIH7EjAw==,23,1,0,3,16
ZHAAC2PW09IAAAAIH7EjAw==,28,0,5,3,2
ZHAAC2PghlMAAAAJU83TAw==,11,0,2,4,16
ZHAAC2PghlMAAAAJU83TAw==,1,1,2,4,4
ZHAAC2PghlMAAAAJU83TAw==,6,0,0,4,2
ZHAAC2PghlMAAAAJU83TAw==,24,1,1,4,16
ZHAAC2PghlMAAAAJU83TAw==,25,0,2,0,8
ZHAAC2PghlMAAAAJU83TAw==,23,1,0,0,8
ZHAAC2PghlMAAAAJU83TAw==,23,1,0,0,16
ZHAAC2PghlMAAAAJU83TAw==,23,1,0,0,16
ZHAAC2PghlMAAAAJU83TAw==,1,1,2,4,16
ZHAAC2PghlMAAAAJU83TAw==,24,1,1,4,2
ZHAAC2PghlMAAAAJU83TAw==,2,1,3,4,4
ZHAAC2PghlMAAAAJU83TAw==,6,0,0,0,0
ZHAAC2PoLhgAAAAIHLPbAw==,1,0,2,4,5
ZHAAC2PoLhgAAAAIHLPbAw==,1,0,2,4,21
ZHAAC2PoLhgAAAAIHLPbAw==,25,1,2,7,4
ZHAAC2PoLhgAAAAIHLPbAw==,8,1,6,7,21
ZHAAC2PoLhgAAAAIHLPbAw==,8,1,6,7,21
ZHAAC2QKaZoAAAAIJu5NAw==,8,1,6,10,7
ZHAAC2QKaZoAAAAIJu5NAw==,12,1,3,7,7
ZHAAC2QKaZoAAAAIJu5NAw==,15,1,6,10,7
ZHAAC2QKaZoAAAAIJu5NAw==,12,1,3,10,7
ZHAAC2QKaZoAAAAIJu5NAw==,8,1,6,10,7
ZHAAC2QKaZoAAAAIJu5NAw==,13,1,4,10,7
ZHAAC2QKaZoAAAAIJu5NAw==,8,1,6,7,7
ZHAAC2QKaZoAAAAIJu5NAw==,13,1,4,10,4
ZHAAC2QKaZoAAAAIJu5NAw==,13,1,4,10,7
ZHAAC2QNK9cAAAAIOhUqAw==,22,0,6,4,4
ZHAAC2QNK9cAAAAIOhUqAw==,22,0,6,4,12
ZHAAC2QNK9cAAAAIOhUqAw==,4,0,5,4,4
ZHAAC2QNK9cAAAAIOhUqAw==,4,0,5,4,12
ZHAAC2QNK9cAAAAIOhUqAw==,11,1,2,22,16
ZHAAC2QNK9cAAAAIOhUqAw==,11,1,2,22,16
ZHAAC2QUopgAAAAIGUxnAw==,28,1,5,24,11
ZHAAC2QUopgAAAAIGUxnAw==,5,1,6,24,4
ZHAAC2QUopgAAAAIGUxnAw==,16,1,0,15,22
ZHAAC2QUopgAAAAIGUxnAw==,5,1,6,24,7
ZHAAC2QUopgAAAAIGUxnAw==,6,1,0,15,14
ZHAAC2QUopgAAAAIGUxnAw==,6,1,0,15,14
ZHAAC2QvBq0AAAAIIu2qAw==,5,1,6,13,13
ZHAAC2QvBq0AAAAIIu2qAw==,15,1,6,22,21
ZHAAC2QvBq0AAAAIIu2qAw==,9,1,0,22,16
ZHAAC2QvBq0AAAAIIu2qAw==,5,1,6,13,20
ZHAAC2QvBq0AAAAIIu2qAw==,5,1,6,13,13
ZHAAC2QvBq0AAAAIIu2qAw==,22,0,6,13,0
ZHAAC2QvBq0AAAAIIu2qAw==,22,0,6,13,13
ZHAAC2T1TsYAAAAIEy1LAw==,23,1,0,1,1
ZHAAC2T1TsYAAAAIEy1LAw==,23,1,0,1,1
ZHAAC2T1TsYAAAAIEy1LAw==,23,1,0,1,1
ZHAAC2T1TsYAAAAIEy1LAw==,3,2,4,2,2
ZHAAC2T1TsYAAAAIEy1LAw==,3,2,4,2,2
ZHAAC2T1TsYAAAAIEy1LAw==,3,2,4,2,2
ZHAAC2U/5h8AAAAICnLNAw==,11,2,2,15,22
ZHAAC2U/5h8AAAAICnLNAw==,15,2,6,10,22
ZHAAC2U/5h8AAAAICnLNAw==,1,2,2,15,22
ZHAAC2U/5h8AAAAICnLNAw==,8,2,6,15,22
ZHAAC2U/5h8AAAAICnLNAw==,17,2,1,10,22
ZHAAC2U/5h8AAAAICnLNAw==,9,2,0,15,22
ZHAAC2U/5h8AAAAICnLNAw==,9,2,0,15,22
ZHAAC2U/5h8AAAAICnLNAw==,15,2,6,15,14
ZHAAC2U/5h8AAAAICnLNAw==,17,2,1,15,8
ZHAAC2U/5h8AAAAICnLNAw==,9,2,0,15,14
ZHAAC2U/5h8AAAAICnLNAw==,11,2,2,15,22
ZHAAC2U/5h8AAAAICnLNAw==,1,2,2,15,22
ZHAAC2U/5h8AAAAICnLNAw==,9,2,0,15,22
ZHAAC2U/5h8AAAAICnLNAw==,9,2,0,10,22
ZHAAC2U/5h8AAAAICnLNAw==,8,2,6,15,8
ZHAAC2UPWfsAAAAICHmTAw==,3,0,4,4,4
ZHAAC2UPWfsAAAAICHmTAw==,28,1,5,15,14
ZHAAC2UPWfsAAAAICHmTAw==,1,1,2,15,14
ZHAAC2UPWfsAAAAICHmTAw==,1,1,2,15,14
ZHAAC2UPWfsAAAAICHmTAw==,28,2,5,4,16
ZHAAC2UPWfsAAAAICHmTAw==,1,1,2,15,14
ZHAAC2UPWfsAAAAICHmTAw==,19,0,3,15,14
ZHAAC2UPWfsAAAAICHmTAw==,24,1,1,15,14
ZHAAC2UPWfsAAAAICHmTAw==,23,1,0,15,14
ZHAAC2UPWfsAAAAICHmTAw==,14,0,5,4,16
ZHAAC2UPWfsAAAAICHmTAw==,15,1,6,15,14
ZHAAC2UPWfsAAAAICHmTAw==,18,1,2,4,2
ZHAAC2UPWfsAAAAICHmTAw==,24,1,1,15,14
ZHAAC2UPWfsAAAAICHmTAw==,3,0,4,15,14
ZHAAC2UaDCwAAAAIA1CBAw==,2,1,3,23,22
ZHAAC2UaDCwAAAAIA1CBAw==,29,1,6,17,16
ZHAAC2UaDCwAAAAIA1CBAw==,29,1,6,17,16
ZHAAC2UaDCwAAAAIA1CBAw==,22,2,6,23,22
ZHAAC2UaDCwAAAAIA1CBAw==,20,2,4,23,22
ZHAAC2UaFfMAAAAIBd9qAw==,23,0,0,16,12
ZHAAC2UaFfMAAAAIBd9qAw==,23,0,0,16,15
ZHAAC2UaFfMAAAAIBd9qAw==,23,0,0,16,21
ZHAAC2UaFfMAAAAIBd9qAw==,23,0,0,16,15
ZHAAC2UaFfMAAAAIBd9qAw==,8,1,6,6,6
ZHAAC2UaFfMAAAAIBd9qAw==,24,1,1,16,21
ZHAAC2UaFfMAAAAIBd9qAw==,8,1,6,6,6
ZHAAC2UaFfMAAAAIBd9qAw==,23,0,0,16,21
ZHAAC2UaFfMAAAAIBd9qAw==,24,1,1,16,15
ZHAAC2UaFfMAAAAIBd9qAw==,28,1,5,16,12
ZHAAC2UaFfMAAAAIBd9qAw==,23,0,0,16,12
ZHAAC2UaFfMAAAAIBd9qAw==,3,1,4,16,12
ZHAAC2VBkzIAAAAIVNIZAw==,3,1,4,15,14
ZHAAC2VBkzIAAAAIVNIZAw==,28,2,5,15,14
ZHAAC2VBkzIAAAAIVNIZAw==,0,1,1,15,14
ZHAAC2VBkzIAAAAIVNIZAw==,28,2,5,15,14
ZHAAC2VBkzIAAAAIVNIZAw==,15,1,6,15,14
ZHAAC2VBkzIAAAAIVNIZAw==,3,0,4,15,14
ZHAAC2VBkzIAAAAIVNIZAw==,4,1,5,24,6
ZHAAC2VBkzIAAAAIVNIZAw==,4,1,5,24,9
ZHAAC2VBkzIAAAAIVNIZAw==,22,1,6,15,14
ZHAAC2VBkzIAAAAIVNIZAw==,4,1,5,15,14
ZHAAC2VBkzIAAAAIVNIZAw==,29,0,6,15,14
ZHAAC2VBkzIAAAAIVNIZAw==,2,1,3,15,14
ZHAAC2VBkzIAAAAIVNIZAw==,2,1,3,15,14
ZHAAC2VBkzIAAAAIVNIZAw==,10,1,6,15,14
ZHAAC2VBkzIAAAAIVNIZAw==,6,0,0,15,14
ZHAAC2VBkzIAAAAIVNIZAw==,3,0,4,15,14
ZHAAC2VBkzIAAAAIVNIZAw==,3,0,4,15,14
ZHAAC2VBkzIAAAAIVNIZAw==,1,0,2,15,14
ZHAAC2VBkzIAAAAIVNIZAw==,4,0,5,15,14
ZHAAC2VBkzIAAAAIVNIZAw==,4,1,5,24,9
ZHAAC2VBkzIAAAAIVNIZAw==,19,0,3,15,14
ZHAAC2VBkzIAAAAIVNIZAw==,13,0,4,15,14
ZHAAC2VBkzIAAAAIVNIZAw==,19,0,3,15,14
ZHAAC2VBkzIAAAAIVNIZAw==,8,1,6,15,14
ZHAAC2VBkzIAAAAIVNIZAw==,19,0,3,15,14
ZHAAC2VBkzIAAAAIVNIZAw==,13,0,4,15,14
ZHAAC2VBkzIAAAAIVNIZAw==,18,1,2,15,14
ZHAAC2VBkzIAAAAIVNIZAw==,28,1,5,15,14
ZHAAC2VBkzIAAAAIVNIZAw==,10,0,6,15,14
ZHAAC2VBkzIAAAAIVNIZAw==,1,1,2,15,14
ZHAAC2VBkzIAAAAIVNIZAw==,13,0,4,15,14
ZHAACGOlr/wAAAAID3fZAw==,12,1,3,10,2
ZHAACGOlr/wAAAAID3fZAw==,12,0,3,10,2
ZHAACGOlr/wAAAAID3fZAw==,12,0,3,10,2
ZHAACGOlr/wAAAAID3fZAw==,17,1,1,15,22
ZHAACGOlr/wAAAAID3fZAw==,15,0,6,15,22
ZHAACGOlr/wAAAAID3fZAw==,15,0,6,15,22
ZHAACGP/ZJgAAAAIEX/fAw==,24,1,1,17,7
ZHAACGP/ZJgAAAAIEX/fAw==,23,0,0,17,7
ZHAACGP/ZJgAAAAIEX/fAw==,6,1,0,15,8
ZHAACGP/ZJgAAAAIEX/fAw==,6,1,0,15,22
ZHAACGPVG98AAAAKB4rAAw==,28,2,5,17,16
ZHAACGPVG98AAAAKB4rAAw==,30,2,0,4,2
ZHAACGPVG98AAAAKB4rAAw==,29,2,6,4,16
ZHAACGPVG98AAAAKB4rAAw==,1,1,2,4,2
ZHAACGPVG98AAAAKB4rAAw==,3,2,4,17,16
ZHAACGPVG98AAAAKB4rAAw==,30,2,0,4,2
ZHAACGPVMQcAAAAKDoXrAw==,13,1,4,2,2
ZHAACGPVMQcAAAAKDoXrAw==,13,1,4,2,2
ZHAACGPVMQcAAAAKDoXrAw==,28,1,5,10,8
ZHAACGPVMQcAAAAKDoXrAw==,28,1,5,10,16
ZHAACGPVMQcAAAAKDoXrAw==,28,1,5,10,8
ZHAACGPtEjQAAAAIHDacAw==,19,1,3,17,9
ZHAACGPtEjQAAAAIHDacAw==,19,1,3,17,5
ZHAACGPtEjQAAAAIHDacAw==,19,1,3,17,9
ZHAACGPtEjQAAAAIHDacAw==,19,1,3,10,4
ZHAACGPtEjQAAAAIHDacAw==,19,1,3,10,13
ZHAACGPtEjQAAAAIHDacAw==,19,1,3,10,13
ZHAACGPtEjQAAAAIHDacAw==,19,1,3,17,5
ZHAACGPtEjQAAAAIHDacAw==,19,1,3,17,9
ZHAACGQKbG0AAAAIKA9XAw==,25,1,2,15,22
ZHAACGQKbG0AAAAIKA9XAw==,26,0,1,0,12
ZHAACGQKbG0AAAAIKA9XAw==,21,2,5,0,1
ZHAACGQKbG0AAAAIKA9XAw==,17,0,1,0,15
ZHAACGQKbG0AAAAIKA9XAw==,15,1,6,0,15
ZHAACGQKbG0AAAAIKA9XAw==,14,0,5,0,15
ZHAACGQKbG0AAAAIKA9XAw==,14,0,5,0,12
ZHAACGQKbG0AAAAIKA9XAw==,14,1,5,0,15
ZHAACGQKbG0AAAAIKA9XAw==,15,1,6,0,12
ZHAACGQKbG0AAAAIKA9XAw==,26,0,1,0,15
ZHAACGQKbG0AAAAIKA9XAw==,21,2,5,0,1
ZHAACGQKbG0AAAAIKA9XAw==,1,2,2,15,22
ZHAACGQKbG0AAAAIKA9XAw==,17,0,1,0,12
ZHAACGQKbG0AAAAIKA9XAw==,27,1,2,0,1
ZHAACGQKbG0AAAAIKA9XAw==,19,3,3,0,15
ZHAACGQKbG0AAAAIKA9XAw==,14,1,5,0,15
ZHAACGQrhz4AAAAIFJF/Aw==,5,0,6,0,14
ZHAACGQrhz4AAAAIFJF/Aw==,3,2,4,0,14
ZHAACGQrhz4AAAAIFJF/Aw==,26,1,1,0,14
ZHAACGQrhz4AAAAIFJF/Aw==,3,0,4,7,15
ZHAACGQrhz4AAAAIFJF/Aw==,3,0,4,7,12
ZHAACGQrhz4AAAAIFJF/Aw==,29,1,6,0,14
ZHAACGQrhz4AAAAIFJF/Aw==,13,0,4,0,14
ZHAACGQrhz4AAAAIFJF/Aw==,18,1,2,0,14
ZHAACGQrhz4AAAAIFJF/Aw==,5,2,6,0,14
ZHAACGQrhz4AAAAIFJF/Aw==,28,2,5,0,14
ZHAACGQrhz4AAAAIFJF/Aw==,3,0,4,7,12
ZHAACGQrhz4AAAAIFJF/Aw==,3,0,4,7,15
ZHAACGR7SUgAAAAICLVfAw==,3,2,4,15,22
ZHAACGR7SUgAAAAICLVfAw==,24,1,1,9,9
ZHAACGR7SUgAAAAICLVfAw==,24,1,1,9,2
ZHAACGR7SUgAAAAICLVfAw==,18,1,2,15,22
ZHAACGR7SUgAAAAICLVfAw==,20,1,4,15,22
ZHAACGSaCfAAAAAKQMKtAw==,8,1,6,10,5
ZHAACGSaCfAAAAAKQMKtAw==,8,1,6,10,5
ZHAACGSaCfAAAAAKQMKtAw==,8,0,6,10,5
ZHAACGSaCfAAAAAKQMKtAw==,8,1,6,10,12
ZHAACGSaCfAAAAAKQMKtAw==,8,1,6,10,12
ZHAACGSaCfAAAAAKQMKtAw==,11,0,2,15,13
ZHAACGSaCfAAAAAKQMKtAw==,8,0,6,10,12
ZHAACGSaCfAAAAAKQMKtAw==,1,2,2,15,0
ZHAACGTRgkUAAAAIBZJrAw==,6,1,0,5,22
ZHAACGTRgkUAAAAIBZJrAw==,3,1,4,13,13
ZHAACGTRgkUAAAAIBZJrAw==,3,1,4,13,16
ZHAACGTRgkUAAAAIBZJrAw==,3,1,4,13,16
ZHAACGTRgkUAAAAIBZJrAw==,0,1,1,5,8
ZHAACGTRgkUAAAAIBZJrAw==,5,1,6,5,22
ZHAACGTVeW0AAAAIA6CTAw==,4,1,5,3,16
ZHAACGTVeW0AAAAIA6CTAw==,4,1,5,3,16
ZHAACGTVeW0AAAAIA6CTAw==,4,1,5,4,16
ZHAACGTVeW0AAAAIA6CTAw==,0,2,1,4,2
ZHAACGTVeW0AAAAIA6CTAw==,15,1,6,4,2
ZHAACGTVeW0AAAAIA6CTAw==,28,1,5,4,2
ZHAACGTVeW0AAAAIA6CTAw==,1,1,2,4,2
ZHAACGTVeW0AAAAIA6CTAw==,24,1,1,4,16
ZHAACGTVeW0AAAAIA6CTAw==,2,1,3,4,16
ZHAACGTVeW0AAAAIA6CTAw==,0,2,1,3,16
ZHAACGTVeW0AAAAIA6CTAw==,4,3,5,4,16
ZHAACGTfaGIAAAAIDlxzAw==,10,2,6,6,16
ZHAACGTfaGIAAAAIDlxzAw==,29,1,6,6,4
ZHAACGTfaGIAAAAIDlxzAw==,10,2,6,6,9
ZHAACGTfaGIAAAAIDlxzAw==,14,3,5,14,13
ZHAACGTfaGIAAAAIDlxzAw==,14,3,5,14,13
ZHAACGTfaGIAAAAIDlxzAw==,27,1,4,6,14
ZHAACGTfaGIAAAAIDlxzAw==,22,1,6,6,9
ZHAACGTjzqwAAAAIAzpTAw==,25,1,2,13,19
ZHAACGTjzqwAAAAIAzpTAw==,18,2,2,13,7
